TIME,SENSOR 1,SENSOR 2,SENSOR 3,SENSOR 4 
5569,2802,2625,5691,2636
5570,2802,2628,5691,2634
5571,2801,2629,5694,2632
5572,2800,2630,5693,2630
5573,2802,2633,5695,2629
5574,2801,2635,5695,2628
5575,2800,2633,5696,2628
5576,2799,2635,5699,2628
5577,2801,2637,5698,2629
5578,2803,2639,5700,2631
5579,2805,2640,5700,2628
5580,2807,2642,5701,2632
5581,2808,2641,5700,2631
5582,2810,2641,5700,2635
5583,2810,2641,5703,2634
5584,2811,2639,5706,2633
5585,2813,2641,5705,2636
5586,2814,2644,5705,2639
5587,2815,2644,5704,2642
5588,2815,2643,5703,2643
5589,2814,2643,5705,2641
5590,2816,2644,5707,2643
5591,2818,2645,5709,2645
5592,2820,2645,5709,2643
5593,2820,2647,5711,2640
5594,2819,2649,5712,2642
5595,2818,2652,5713,2643
5596,2819,2651,5715,2646
5597,2820,2652,5714,2649
5598,2822,2650,5715,2651
5599,2824,2650,5717,2651
5600,2825,2652,5717,2651
5601,2824,2650,5718,2652
5602,2825,2651,5720,2653
5603,2826,2649,5723,2654
5604,2827,2649,5725,2656
5605,2827,2647,5724,2660
5606,2826,2650,5723,2658
5607,2827,2650,5724,2662
5608,2828,2651,5724,2663
5609,2827,2652,5724,2665
5610,2828,2651,5726,2662
5611,2827,2651,5728,2661
5612,2829,2654,5727,2665
5613,2829,2652,5726,2667
5614,2829,2650,5729,2667
5615,2829,2651,5731,2669
5616,2828,2651,5734,2669
5617,2828,2651,5733,2667
5618,2830,2654,5734,2667
5619,2829,2652,5735,2667
5620,2830,2654,5734,2670
5621,2832,2656,5735,2667
5622,2833,2657,5734,2669
5623,2832,2656,5737,2673
5624,2831,2655,5739,2676
5625,2832,2655,5739,2680
5626,2832,2656,5738,2684
5627,2833,2659,5739,2683
5628,2832,2658,5742,2681
5629,2832,2657,5741,2680
5630,2831,2658,5744,2683
5631,2833,2658,5745,2684
5632,2833,2659,5747,2683
5633,2833,2657,5747,2680
5634,2834,2655,5747,2679
5635,2836,2656,5746,2679
5636,2836,2659,5749,2682
5637,2836,2657,5752,2680
5638,2837,2656,5754,2677
5639,2836,2658,5756,2677
5640,2836,2657,5758,2681
5641,2838,2659,5761,2685
5642,2837,2662,5761,2687
5643,2837,2661,5762,2685
5644,2838,2664,5763,2688
5645,2837,2666,5762,2685
5646,2836,2664,5763,2683
5647,2836,2664,5764,2681
5648,2838,2664,5763,2680
5649,2839,2667,5766,2683
5650,2840,2666,5768,2682
5651,2840,2665,5769,2686
5652,2841,2668,5768,2686
5653,2840,2667,5767,2690
5654,2842,2670,5767,2693
5655,2841,2673,5767,2693
5656,2840,2672,5767,2695
5657,2840,2670,5766,2692
5658,2839,2670,5768,2689
5659,2840,2671,5769,2688
5660,2840,2671,5769,2692
5661,2842,2669,5769,2690
5662,2843,2671,5768,2693
5663,2842,2669,5767,2690
5664,2844,2667,5769,2689
5665,2845,2667,5770,2691
5666,2846,2667,5772,2690
5667,2846,2667,5772,2690
5668,2848,2668,5772,2689
5669,2850,2668,5775,2688
5670,2849,2671,5775,2688
5671,2848,2672,5775,2692
5672,2847,2672,5775,2693
5673,2846,2675,5776,2691
5674,2846,2676,5775,2693
5675,2845,2677,5777,2691
5676,2844,2678,5780,2690
5677,2843,2679,5782,2688
5678,2843,2682,5783,2685
5679,2844,2684,5783,2684
5680,2843,2685,5782,2684
5681,2843,2684,5783,2683
5682,2843,2683,5785,2687
5683,2843,2685,5787,2686
5684,2843,2687,5790,2684
5685,2843,2686,5790,2686
5686,2842,2689,5789,2688
5687,2844,2692,5789,2691
5688,2843,2694,5791,2693
5689,2844,2692,5792,2690
5690,2846,2692,5795,2690
5691,2848,2695,5796,2690
5692,2848,2695,5795,2690
5693,2849,2695,5795,2694
5694,2850,2697,5798,2693
5695,2849,2696,5799,2695
5696,2848,2699,5801,2696
5697,2848,2697,5803,2693
5698,2849,2699,5802,2690
5699,2848,2702,5803,2688
5700,2850,2705,5802,2685
5701,2849,2707,5801,2686
5702,2849,2709,5801,2690
5703,2849,2709,5803,2687
5704,2850,2708,5803,2684
5705,2849,2711,5805,2686
5706,2848,2709,5806,2686
5707,2847,2711,5805,2685
5708,2848,2711,5805,2682
5709,2850,2713,5805,2680
5710,2851,2713,5807,2678
5711,2852,2712,5810,2677
5712,2853,2715,5812,2679
5713,2854,2717,5815,2677
5714,2853,2717,5814,2678
5715,2855,2716,5815,2678
5716,2857,2719,5814,2681
5717,2858,2718,5813,2678
5718,2859,2717,5814,2682
5719,2858,2716,5816,2679
5720,2860,2719,5815,2677
5721,2859,2721,5816,2678
5722,2860,2722,5818,2675
5723,2859,2722,5819,2677
5724,2858,2722,5819,2678
5725,2859,2721,5822,2676
5726,2861,2719,5823,2678
5727,2860,2721,5826,2678
5728,2861,2724,5825,2675
5729,2861,2722,5827,2679
5730,2860,2724,5830,2678
5731,2859,2723,5830,2680
5732,2861,2722,5832,2680
5733,2861,2723,5834,2680
5734,2861,2723,5836,2679
5735,2862,2725,5839,2683
5736,2863,2724,5840,2686
5737,2862,2722,5839,2688
5738,2862,2722,5840,2687
5739,2862,2725,5842,2689
5740,2862,2728,5845,2689
5741,2863,2726,5848,2690
5742,2862,2726,5850,2689
5743,2862,2724,5852,2690
5744,2864,2724,5855,2693
5745,2863,2726,5854,2697
5746,2865,2724,5854,2694
5747,2864,2722,5853,2692
5748,2864,2725,5856,2696
5749,2864,2724,5857,2697
5750,2865,2727,5858,2695
5751,2867,2727,5857,2694
5752,2868,2730,5859,2693
5753,2868,2731,5862,2694
5754,2868,2731,5862,2695
5755,2870,2731,5862,2699
5756,2871,2732,5863,2701
5757,2872,2733,5862,2705
5758,2873,2733,5865,2702
5759,2872,2735,5865,2699
5760,2871,2736,5864,2702
5761,2871,2734,5863,2704
5762,2870,2733,5862,2708
5763,2872,2732,5863,2711
5764,2873,2730,5863,2710
5765,2872,2728,5863,2714
5766,2873,2731,5865,2712
5767,2875,2731,5864,2715
5768,2876,2733,5864,2714
5769,2876,2734,5865,2715
5770,2878,2737,5868,2714
5771,2879,2739,5869,2717
5772,2881,2738,5871,2714
5773,2881,2741,5871,2714
5774,2882,2743,5871,2711
5775,2881,2744,5873,2709
5776,2880,2744,5872,2709
5777,2879,2743,5875,2706
5778,2879,2745,5876,2707
5779,2879,2745,5876,2708
5780,2881,2743,5878,2711
5781,2880,2745,5878,2710
5782,2881,2743,5881,2713
5783,2880,2745,5883,2711
5784,2882,2748,5884,2712
5785,2883,2747,5886,2713
5786,2882,2748,5886,2717
5787,2884,2747,5886,2714
5788,2886,2748,5888,2718
5789,2888,2748,5889,2717
5790,2887,2748,5889,2716
5791,2889,2747,5889,2715
5792,2888,2747,5891,2712
5793,2890,2747,5892,2716
5794,2890,2749,5894,2720
5795,2892,2750,5896,2719
5796,2891,2753,5897,2718
5797,2892,2755,5897,2719
5798,2891,2753,5898,2717
5799,2891,2755,5901,2715
5800,2893,2757,5900,2715
5801,2893,2760,5902,2712
5802,2893,2760,5901,2709
5803,2893,2759,5901,2711
5804,2894,2761,5901,2711
5805,2896,2762,5900,2709
5806,2896,2760,5901,2709
5807,2898,2763,5904,2706
5808,2900,2765,5903,2707
5809,2902,2768,5903,2705
5810,2903,2771,5902,2703
5811,2902,2771,5902,2701
5812,2903,2774,5902,2701
5813,2905,2775,5903,2704
5814,2906,2777,5906,2708
5815,2905,2780,5906,2708
5816,2904,2778,5906,2708
5817,2906,2779,5909,2710
5818,2906,2779,5910,2712
5819,2907,2778,5911,2713
5820,2908,2777,5914,2717
5821,2909,2779,5917,2715
5822,2911,2779,5917,2715
5823,2912,2781,5918,2715
5824,2914,2783,5918,2714
5825,2915,2782,5921,2714
5826,2916,2780,5920,2712
5827,2917,2778,5923,2712
5828,2918,2776,5924,2709
5829,2919,2777,5927,2709
5830,2921,2780,5929,2711
5831,2921,2780,5931,2715
5832,2923,2781,5932,2717
5833,2922,2783,5935,2714
5834,2921,2785,5935,2712
5835,2922,2785,5935,2716
5836,2923,2783,5935,2720
5837,2923,2782,5935,2719
5838,2924,2781,5938,2722
5839,2924,2780,5941,2723
5840,2924,2783,5943,2723
5841,2926,2785,5944,2724
5842,2926,2784,5943,2725
5843,2928,2784,5944,2722
5844,2930,2786,5943,2722
5845,2929,2784,5945,2719
5846,2931,2786,5946,2719
5847,2932,2788,5947,2721
5848,2931,2790,5947,2718
5849,2933,2788,5946,2720
5850,2934,2788,5948,2720
5851,2934,2791,5951,2718
5852,2934,2793,5950,2718
5853,2933,2793,5949,2716
5854,2932,2792,5952,2717
5855,2933,2790,5954,2721
5856,2934,2791,5953,2723
5857,2935,2792,5953,2725
5858,2934,2792,5955,2724
5859,2935,2791,5958,2727
5860,2936,2792,5958,2728
5861,2938,2790,5959,2728
5862,2940,2793,5958,2729
5863,2942,2796,5960,2727
5864,2943,2797,5962,2731
5865,2943,2798,5961,2734
5866,2942,2798,5962,2736
5867,2942,2797,5962,2734
5868,2944,2800,5965,2733
5869,2945,2799,5964,2737
5870,2946,2801,5965,2740
5871,2948,2802,5966,2743
5872,2947,2801,5969,2741
5873,2948,2801,5968,2743
5874,2947,2802,5969,2742
5875,2947,2801,5968,2745
5876,2946,2802,5967,2742
5877,2945,2803,5968,2745
5878,2946,2801,5968,2748
5879,2945,2804,5969,2746
5880,2947,2807,5968,2746
5881,2946,2806,5971,2745
5882,2947,2808,5973,2748
5883,2947,2806,5973,2745
5884,2949,2804,5975,2748
5885,2951,2807,5976,2751
5886,2951,2809,5979,2751
5887,2950,2811,5981,2748
5888,2949,2814,5983,2748
5889,2949,2812,5982,2750
5890,2950,2812,5985,2753
5891,2952,2810,5984,2756
5892,2954,2811,5987,2753
5893,2955,2811,5988,2753
5894,2955,2814,5988,2753
5895,2956,2816,5991,2756
5896,2957,2819,5993,2759
5897,2957,2818,5993,2763
5898,2956,2819,5992,2762
5899,2957,2820,5993,2765
5900,2956,2818,5993,2767
5901,2957,2817,5992,2764
5902,2959,2819,5994,2764
5903,2958,2820,5997,2767
5904,2957,2821,5997,2770
5905,2956,2819,5997,2768
5906,2957,2819,5999,2772
5907,2957,2817,6001,2770
5908,2957,2818,6004,2774
5909,2958,2820,6007,2772
5910,2958,2822,6009,2773
5911,2959,2824,6011,2776
5912,2958,2823,6010,2777
5913,2957,2825,6010,2774
5914,2959,2824,6010,2774
5915,2961,2822,6010,2775
5916,2960,2825,6011,2778
5917,2961,2823,6013,2776
5918,2960,2823,6012,2779
5919,2959,2822,6013,2779
5920,2958,2820,6015,2778
5921,2960,2819,6018,2780
5922,2959,2818,6019,2783
5923,2961,2820,6018,2787
5924,2963,2818,6017,2788
5925,2963,2819,6020,2789
5926,2962,2818,6019,2788
5927,2963,2816,6018,2788
5928,2964,2815,6018,2785
5929,2964,2813,6021,2786
5930,2963,2812,6024,2789
5931,2963,2812,6027,2786
5932,2964,2812,6026,2785
5933,2963,2811,6029,2786
5934,2965,2809,6029,2785
5935,2964,2807,6032,2782
5936,2965,2805,6031,2780
5937,2965,2805,6033,2784
5938,2967,2807,6032,2786
5939,2967,2810,6033,2783
5940,2969,2810,6034,2780
5941,2969,2808,6037,2782
5942,2969,2807,6039,2780
5943,2969,2807,6039,2784
5944,2968,2810,6042,2787
5945,2969,2809,6044,2785
5946,2970,2807,6043,2786
5947,2970,2805,6044,2783
5948,2972,2805,6046,2786
5949,2973,2806,6047,2790
5950,2974,2807,6050,2789
5951,2976,2809,6052,2793
5952,2978,2812,6054,2790
5953,2980,2811,6056,2790
5954,2980,2810,6059,2791
5955,2982,2808,6062,2791
5956,2981,2811,6065,2794
5957,2980,2814,6065,2791
5958,2980,2814,6068,2789
5959,2982,2816,6068,2792
5960,2981,2814,6071,2789
5961,2983,2815,6070,2789
5962,2983,2815,6069,2786
5963,2983,2816,6072,2787
5964,2984,2817,6071,2789
5965,2984,2817,6071,2792
5966,2983,2818,6074,2791
5967,2983,2820,6077,2791
5968,2984,2818,6080,2788
5969,2985,2820,6083,2786
5970,2984,2823,6085,2783
5971,2985,2823,6087,2787
5972,2984,2823,6088,2791
5973,2986,2824,6088,2791
5974,2987,2823,6089,2790
5975,2986,2821,6092,2787
5976,2986,2822,6093,2789
5977,2986,2823,6095,2787
5978,2985,2824,6097,2784
5979,2984,2827,6100,2781
5980,2985,2827,6099,2781
5981,2984,2827,6101,2785
5982,2984,2826,6103,2788
5983,2983,2826,6106,2789
5984,2983,2825,6105,2792
5985,2985,2825,6105,2792
5986,2986,2828,6107,2795
5987,2986,2828,6107,2797
5988,2985,2829,6106,2799
5989,2987,2829,6105,2796
5990,2986,2831,6105,2798
5991,2987,2832,6105,2801
5992,2986,2831,6104,2799
5993,2988,2829,6107,2801
5994,2990,2831,6109,2800
5995,2989,2829,6111,2799
5996,2990,2829,6114,2801
5997,2992,2828,6117,2803
5998,2992,2831,6120,2803
5999,2993,2831,6119,2804
6000,2993,2829,6118,2802
6001,2995,2832,6117,2805
6002,2997,2830,6118,2807
6003,2999,2831,6118,2810
6004,3001,2834,6120,2807
6005,3001,2837,6121,2809
6006,3000,2838,6124,2806
6007,3000,2840,6126,2810
6008,3001,2843,6127,2812
6009,3003,2841,6129,2813
6010,3003,2840,6132,2816
6011,3003,2842,6131,2814
6012,3003,2843,6131,2815
6013,3005,2842,6130,2813
6014,3005,2842,6129,2811
6015,3005,2844,6129,2811
6016,3007,2843,6129,2813
6017,3008,2845,6132,2817
6018,3008,2846,6133,2817
6019,3007,2848,6133,2814
6020,3008,2846,6135,2815
6021,3008,2849,6138,2814
6022,3010,2849,6137,2818
6023,3012,2852,6140,2815
6024,3011,2852,6142,2815
6025,3010,2853,6145,2818
6026,3012,2852,6147,2817
6027,3012,2852,6150,2820
6028,3013,2851,6153,2817
6029,3012,2850,6154,2814
6030,3011,2848,6155,2813
6031,3012,2846,6157,2811
6032,3013,2847,6159,2814
6033,3013,2845,6158,2812
6034,3012,2843,6159,2809
6035,3011,2843,6158,2810
6036,3010,2842,6160,2809
6037,3011,2841,6159,2812
6038,3012,2841,6162,2813
6039,3014,2841,6165,2816
6040,3014,2841,6164,2820
6041,3016,2841,6167,2820
6042,3018,2840,6169,2818
6043,3017,2839,6172,2815
6044,3018,2838,6174,2814
6045,3019,2838,6176,2812
6046,3020,2841,6176,2809
6047,3019,2844,6178,2807
6048,3021,2843,6180,2804
6049,3020,2844,6181,2808
6050,3022,2843,6182,2805
6051,3023,2843,6181,2802
6052,3025,2841,6181,2799
6053,3025,2840,6182,2798
6054,3024,2840,6185,2796
6055,3023,2842,6185,2799
6056,3024,2841,6188,2798
6057,3023,2841,6189,2796
6058,3024,2843,6188,2797
6059,3025,2842,6187,2797
6060,3026,2843,6189,2801
6061,3026,2843,6191,2804
6062,3028,2844,6190,2803
6063,3030,2843,6193,2802
6064,3030,2842,6193,2802
6065,3029,2843,6196,2799
6066,3030,2841,6196,2802
6067,3029,2844,6197,2803
6068,3031,2847,6200,2805
6069,3033,2850,6200,2804
6070,3033,2850,6203,2802
6071,3032,2851,6204,2803
6072,3031,2853,6206,2802
6073,3033,2852,6206,2799
6074,3034,2852,6205,2797
6075,3035,2852,6206,2800
6076,3037,2853,6209,2797
6077,3038,2853,6212,2797
6078,3039,2852,6214,2798
6079,3040,2855,6214,2797
6080,3041,2856,6215,2801
6081,3041,2856,6215,2802
6082,3042,2857,6214,2806
6083,3041,2860,6213,2806
6084,3041,2862,6216,2807
6085,3042,2860,6216,2806
6086,3044,2863,6218,2807
6087,3044,2862,6221,2809
6088,3045,2865,6222,2812
6089,3046,2865,6225,2812
6090,3047,2866,6227,2813
6091,3047,2864,6226,2812
6092,3048,2863,6229,2811
6093,3047,2865,6230,2810
6094,3046,2866,6230,2813
6095,3045,2867,6229,2814
6096,3044,2869,6230,2813
6097,3046,2867,6233,2813
6098,3046,2868,6236,2815
6099,3047,2870,6236,2818
6100,3046,2870,6235,2820
6101,3047,2872,6235,2824
6102,3048,2871,6237,2826
6103,3047,2869,6238,2830
6104,3048,2870,6241,2828
6105,3048,2872,6244,2826
6106,3049,2873,6243,2825
6107,3050,2876,6243,2825
6108,3050,2877,6243,2822
6109,3051,2879,6246,2820
6110,3053,2882,6245,2823
6111,3054,2884,6246,2824
6112,3053,2885,6246,2827
6113,3055,2884,6245,2826
6114,3055,2886,6247,2823
6115,3056,2886,6248,2822
6116,3057,2889,6251,2825
6117,3058,2888,6254,2828
6118,3057,2886,6255,2828
6119,3057,2886,6255,2825
6120,3057,2885,6255,2825
6121,3058,2886,6256,2829
6122,3059,2888,6259,2832
6123,3058,2889,6259,2829
6124,3058,2888,6262,2827
6125,3058,2889,6261,2828
6126,3060,2890,6264,2832
6127,3060,2893,6267,2833
6128,3061,2895,6267,2831
6129,3060,2893,6269,2830
6130,3059,2895,6268,2833
6131,3060,2893,6271,2836
6132,3060,2895,6270,2834
6133,3061,2895,6273,2835
6134,3063,2897,6273,2832
6135,3064,2898,6276,2836
6136,3064,2898,6275,2839
6137,3066,2900,6276,2841
6138,3065,2898,6275,2840
6139,3067,2901,6275,2844
6140,3068,2899,6278,2845
6141,3067,2898,6277,2849
6142,3066,2901,6278,2848
6143,3067,2902,6277,2848
6144,3068,2903,6279,2852
6145,3070,2906,6282,2850
6146,3072,2905,6282,2851
6147,3074,2904,6285,2853
6148,3075,2903,6288,2850
6149,3076,2903,6288,2854
6150,3076,2902,6291,2856
6151,3075,2905,6292,2858
6152,3077,2904,6292,2859
6153,3078,2905,6291,2859
6154,3078,2908,6293,2862
6155,3080,2907,6296,2859
6156,3080,2908,6299,2857
6157,3081,2911,6302,2856
6158,3080,2913,6304,2857
6159,3082,2913,6304,2856
6160,3083,2914,6307,2860
6161,3085,2914,6309,2860
6162,3085,2914,6309,2859
6163,3084,2914,6312,2860
6164,3086,2913,6313,2861
6165,3088,2913,6314,2858
6166,3088,2913,6315,2856
6167,3087,2916,6315,2854
6168,3087,2915,6314,2853
6169,3089,2918,6316,2853
6170,3091,2921,6316,2856
6171,3091,2922,6315,2854
6172,3092,2925,6315,2853
6173,3092,2928,6317,2851
6174,3094,2926,6319,2851
6175,3093,2925,6320,2852
6176,3094,2923,6319,2856
6177,3093,2924,6320,2855
6178,3094,2927,6320,2853
6179,3094,2925,6319,2857
6180,3093,2928,6322,2861
6181,3095,2927,6322,2862
6182,3094,2929,6322,2865
6183,3095,2928,6324,2869
6184,3096,2930,6326,2872
6185,3096,2933,6326,2872
6186,3098,2932,6327,2875
6187,3097,2930,6326,2877
6188,3096,2933,6326,2874
6189,3095,2932,6329,2872
6190,3097,2932,6332,2870
6191,3097,2931,6334,2873
6192,3099,2933,6337,2870
6193,3101,2932,6336,2867
6194,3101,2933,6339,2864
6195,3103,2932,6338,2861
6196,3104,2931,6339,2860
6197,3103,2930,6341,2858
6198,3105,2933,6343,2855
6199,3107,2931,6346,2855
6200,3108,2930,6349,2854
6201,3109,2928,6351,2855
6202,3111,2929,6353,2855
6203,3110,2927,6354,2855
6204,3109,2927,6357,2857
6205,3111,2929,6357,2856
6206,3110,2931,6359,2857
6207,3110,2933,6358,2856
6208,3110,2931,6360,2859
6209,3111,2934,6362,2857
6210,3112,2935,6365,2861
6211,3113,2937,6365,2862
6212,3112,2937,6364,2859
6213,3111,2937,6364,2857
6214,3111,2940,6367,2859
6215,3112,2940,6369,2859
6216,3114,2939,6372,2859
6217,3113,2942,6373,2863
6218,3114,2941,6374,2860
6219,3115,2940,6375,2857
6220,3116,2940,6374,2861
6221,3116,2942,6373,2863
6222,3118,2943,6374,2865
6223,3118,2945,6374,2864
6224,3120,2947,6377,2868
6225,3119,2947,6379,2865
6226,3120,2945,6382,2869
6227,3121,2948,6384,2869
6228,3122,2948,6386,2868
6229,3122,2946,6386,2865
6230,3121,2949,6387,2868
6231,3122,2950,6386,2870
6232,3124,2948,6388,2868
6233,3126,2947,6391,2869
6234,3126,2947,6393,2867
6235,3127,2949,6395,2868
6236,3129,2950,6397,2870
6237,3129,2950,6400,2872
6238,3130,2948,6402,2869
6239,3130,2947,6404,2869
6240,3131,2950,6406,2868
6241,3132,2951,6409,2869
6242,3134,2950,6408,2870
6243,3133,2950,6410,2873
6244,3135,2951,6411,2872
6245,3136,2952,6413,2870
6246,3137,2953,6416,2871
6247,3138,2955,6417,2873
6248,3138,2956,6417,2872
6249,3139,2955,6416,2870
6250,3138,2953,6417,2870
6251,3140,2951,6417,2869
6252,3140,2950,6419,2866
6253,3139,2948,6419,2868
6254,3138,2951,6418,2872
6255,3139,2952,6419,2874
6256,3140,2951,6422,2875
6257,3140,2951,6425,2872
6258,3140,2950,6427,2870
6259,3142,2953,6429,2871
6260,3144,2952,6432,2871
6261,3145,2951,6435,2873
6262,3145,2952,6435,2877
6263,3146,2950,6436,2881
6264,3148,2948,6435,2882
6265,3149,2949,6436,2885
6266,3151,2949,6438,2888
6267,3151,2952,6440,2885
6268,3152,2954,6439,2888
6269,3153,2953,6441,2888
6270,3153,2955,6443,2888
6271,3152,2958,6443,2885
6272,3151,2957,6443,2882
6273,3150,2959,6445,2885
6274,3150,2958,6447,2888
6275,3149,2960,6447,2891
6276,3149,2962,6447,2888
6277,3150,2960,6447,2889
6278,3152,2960,6449,2888
6279,3154,2962,6448,2891
6280,3155,2965,6449,2893
6281,3156,2965,6451,2897
6282,3158,2968,6454,2900
6283,3158,2970,6455,2897
6284,3158,2968,6456,2895
6285,3159,2970,6459,2896
6286,3161,2970,6459,2896
6287,3162,2969,6458,2899
6288,3163,2969,6458,2896
6289,3162,2969,6461,2896
6290,3164,2972,6461,2893
6291,3166,2975,6464,2891
6292,3166,2976,6466,2888
6293,3168,2975,6469,2892
6294,3169,2975,6471,2895
6295,3168,2975,6473,2892
6296,3170,2977,6476,2890
6297,3170,2980,6478,2891
6298,3169,2979,6481,2893
6299,3169,2980,6483,2893
6300,3171,2980,6486,2896
6301,3173,2978,6488,2895
6302,3174,2981,6489,2893
6303,3173,2984,6492,2897
6304,3172,2985,6494,2897
6305,3173,2983,6493,2895
6306,3172,2982,6494,2892
6307,3173,2983,6496,2894
6308,3172,2983,6497,2894
6309,3171,2984,6498,2898
6310,3173,2983,6498,2895
6311,3175,2982,6498,2893
6312,3174,2985,6498,2894
6313,3174,2983,6497,2891
6314,3173,2984,6496,2888
6315,3172,2984,6498,2889
6316,3171,2987,6499,2891
6317,3172,2990,6499,2894
6318,3171,2990,6502,2892
6319,3173,2993,6505,2896
6320,3175,2992,6505,2900
6321,3175,2994,6505,2900
6322,3174,2994,6508,2904
6323,3174,2992,6509,2906
6324,3173,2992,6509,2905
6325,3175,2993,6512,2907
6326,3174,2992,6515,2904
6327,3175,2995,6515,2902
6328,3176,2996,6517,2906
6329,3178,2994,6516,2909
6330,3178,2994,6515,2907
6331,3178,2995,6517,2904
6332,3179,2994,6520,2907
6333,3181,2994,6519,2910
6334,3183,2992,6520,2910
6335,3184,2993,6523,2912
6336,3186,2994,6523,2913
6337,3185,2993,6523,2915
6338,3185,2994,6523,2913
6339,3187,2992,6526,2916
6340,3189,2993,6529,2917
6341,3189,2992,6529,2914
6342,3189,2992,6529,2912
6343,3189,2990,6529,2914
6344,3189,2990,6531,2918
6345,3189,2988,6531,2915
6346,3190,2987,6534,2915
6347,3192,2987,6535,2914
6348,3194,2985,6538,2917
6349,3195,2986,6541,2919
6350,3194,2988,6544,2918
6351,3195,2990,6547,2916
6352,3194,2989,6550,2915
6353,3194,2989,6552,2918
6354,3193,2992,6552,2922
6355,3195,2991,6554,2924
6356,3194,2992,6557,2927
6357,3196,2995,6556,2925
6358,3195,2998,6556,2928
6359,3194,2996,6555,2925
6360,3194,2997,6555,2926
6361,3196,3000,6554,2924
6362,3197,3003,6555,2924
6363,3198,3006,6558,2924
6364,3197,3009,6559,2928
6365,3196,3007,6560,2928
6366,3196,3005,6561,2930
6367,3196,3008,6562,2927
6368,3198,3007,6561,2929
6369,3200,3010,6564,2930
6370,3201,3011,6563,2927
6371,3202,3009,6562,2926
6372,3201,3012,6564,2926
6373,3201,3010,6567,2930
6374,3201,3012,6568,2933
6375,3202,3015,6570,2932
6376,3201,3016,6573,2931
6377,3202,3018,6574,2931
6378,3204,3017,6573,2934
6379,3206,3017,6572,2934
6380,3206,3016,6571,2932
6381,3205,3014,6571,2936
6382,3207,3016,6573,2938
6383,3207,3017,6574,2941
6384,3208,3020,6577,2939
6385,3209,3020,6578,2940
6386,3211,3019,6578,2941
6387,3211,3019,6579,2940
6388,3211,3019,6582,2940
6389,3213,3017,6584,2941
6390,3212,3019,6586,2943
6391,3213,3022,6587,2941
6392,3212,3023,6588,2938
6393,3212,3024,6590,2937
6394,3213,3022,6589,2936
6395,3214,3025,6589,2935
6396,3216,3023,6592,2935
6397,3218,3026,6592,2935
6398,3217,3025,6593,2932
6399,3216,3023,6596,2935
6400,3215,3024,6596,2932
6401,3215,3024,6598,2933
6402,3216,3022,6597,2931
6403,3216,3022,6599,2933
6404,3216,3022,6600,2933
6405,3216,3024,6603,2937
6406,3217,3026,6602,2939
6407,3217,3024,6605,2938
6408,3216,3025,6608,2942
6409,3218,3026,6609,2946
6410,3220,3029,6608,2946
6411,3220,3031,6610,2947
6412,3219,3033,6610,2948
6413,3218,3035,6613,2952
6414,3219,3038,6615,2952
6415,3218,3037,6617,2953
6416,3219,3036,6616,2956
6417,3221,3035,6618,2958
6418,3221,3033,6618,2958
6419,3222,3036,6620,2957
6420,3224,3036,6623,2955
6421,3226,3036,6626,2957
6422,3228,3039,6629,2954
6423,3229,3039,6629,2952
6424,3228,3041,6632,2956
6425,3229,3039,6632,2955
6426,3229,3037,6633,2956
6427,3230,3038,6634,2959
6428,3232,3039,6634,2963
6429,3231,3037,6633,2965
6430,3233,3037,6634,2968
6431,3233,3036,6637,2965
6432,3235,3037,6637,2967
6433,3237,3038,6636,2967
6434,3236,3037,6637,2966
6435,3237,3037,6636,2963
6436,3238,3035,6639,2961
6437,3240,3035,6638,2964
6438,3242,3037,6640,2964
6439,3244,3036,6640,2964
6440,3244,3035,6640,2961
6441,3246,3036,6640,2960
6442,3245,3037,6643,2958
6443,3247,3040,6646,2959
6444,3247,3038,6646,2960
6445,3249,3038,6648,2963
6446,3250,3040,6649,2966
6447,3252,3038,6648,2967
6448,3254,3041,6648,2967
6449,3256,3042,6648,2966
6450,3255,3040,6650,2965
6451,3257,3041,6653,2964
6452,3257,3043,6655,2962
6453,3256,3045,6657,2960
6454,3255,3047,6659,2957
6455,3254,3048,6658,2954
6456,3256,3050,6661,2956
6457,3255,3050,6662,2957
6458,3254,3048,6665,2960
6459,3256,3049,6667,2963
6460,3255,3052,6669,2962
6461,3257,3051,6670,2965
6462,3258,3054,6672,2967
6463,3257,3055,6671,2968
6464,3256,3056,6673,2970
6465,3258,3054,6675,2972
6466,3260,3056,6676,2971
6467,3262,3059,6676,2974
6468,3263,3060,6677,2976
6469,3265,3063,6676,2978
6470,3264,3064,6676,2979
6471,3266,3067,6676,2976
6472,3265,3066,6676,2978
6473,3266,3067,6678,2980
6474,3265,3068,6678,2982
6475,3266,3066,6680,2980
6476,3265,3069,6679,2977
6477,3267,3071,6678,2980
6478,3267,3069,6681,2984
6479,3269,3069,6684,2981
6480,3271,3068,6686,2979
6481,3270,3067,6685,2982
6482,3270,3066,6685,2983
6483,3272,3065,6687,2980
6484,3272,3067,6690,2982
6485,3273,3066,6693,2980
6486,3275,3068,6696,2983
6487,3275,3068,6698,2980
6488,3275,3067,6697,2978
6489,3274,3070,6696,2979
6490,3275,3072,6696,2980
6491,3275,3075,6699,2980
6492,3275,3074,6698,2982
6493,3274,3072,6697,2985
6494,3273,3070,6698,2987
6495,3273,3073,6701,2986
6496,3274,3076,6703,2983
6497,3275,3074,6704,2982
6498,3276,3072,6703,2984
